destination,itinerary,places_covered,hotel_details,cost_per_person,places_to_visit,weather,destination_type
Manali,3 Nights Manali,Manali,"Snow Valley Resorts,4.4",11186.0," Vashishth Kund ,  Hadimba Temple ,  Tibetan Monastery ,  Personal Photoshoot In Manali ,  Solang Valley ",cool,Mountains
Udaipur,2 Nights Udaipur,Udaipur,"Hotel Horizon,3.7",6327.5, Private Sunset Boat Ride At Lake Pichola - Mmt ,hot,City
Udaipur,2 Nights Udaipur,Udaipur,"The Ananta,4.4",6156.0," Lake Pichola ,  Jag Mandir Palace ,  Return Volvo Tickets Ex Indore ,  Sajjangarh Palace ",hot,City
Goa,4 Nights Goa,Goa,"Grand Hyatt Goa,4.5",27607.0," Goa - Convenience Value Pack - Mmt ,  Romantic Experiences For Couples From South Goa Hotels (With Transfers) ,  Mmt - Candid Photographer In Goa ",hot,Beach
"Jaipur, Jodhpur, Udaipur","2 Nights Jaipur , 1 Nights Jodhpur , 2 Nights Udaipur","Jaipur, Jodhpur, Udaipur","Ramada Jaipur,4.1,Indana Palace Jodhpur,4.4,Ramada Udaipur Resort & Spa,4.3",18836.0," City Palace ,  Hawa Mahal ,  Jantar Mantar ,  Amer Fort ,  Mehrangarh Fort ,  Jaswant Thada ,  Ranakpur Jain Temples ",hot,City
Srinagar,3 Nights Srinagar,Srinagar,"The Pride Inn,4.2",9720.0," Dal Lake ,  Mughal Gardens ,  Cheshma Shahi ,  Nishat Bagh ,  Shalimar Garden ,  Shankaracharya Temple ,  Dal Lake ,  Gondola Point ",moderate,Mountains
Jaipur,3 Nights Jaipur,Jaipur,"Leisure Inn Grand Chanakya,4",7298.0," City Palace ,  Jantar Mantar ,  Hawa Mahal ,  Cycling Tour To Nahargarh Fort (With Guide & Refreshments) - Mmt ,  Amer Fort ,  Half Day Trip To Bisalpur Dam - Mmt ,  Ticket To Light And Sound Show At Amer Fort - Mmt ",hot,City
Goa,3 Nights Goa,Goa,"Novotel Goa Resort & Spa,4.1",10962.0, Authentic Goan Meal By Home Chef Aditi Malhotra (With Transfers) - Mmt ,hot,Beach
Goa,2 Nights Goa,Goa,"Santana Beach Resort,4.5",4847.5," Pune To Goa Bus Ticket - Mmt ,  Jet Ski And Ringo Ride At Calangute Beach - Mmt ,  Goa To Pune Bus Ticket - Mmt ",hot,Beach
Nainital,5 Nights Nainital,Nainital,"Vikram Vintage Inn,4.1",15512.5," Nainital Zoo ,  Naina Devi Temple ,  Lands End ,  Mall Road ,  Tiffin Top ,  Naini Lake ,  Sattal ,  Bhimtal ,  Mukhteshwar Dham ,  Chauli Ki Jaali ",cool,Mountains
Dharamshala,3 Nights  Daysharamshala,Dharamshala,"Little Mastiff Dharamshala , Unit Of Pong View Hotel,3.9",7481.0," Dalai Lama Temple ,  Bhagsu Falls ,  Church Of St. John ,  War Memorial ,  Kangra Art Museum ,  Cricket Stadium ,  Norbulingka Institute ,  Kangra Devi Temple ,  Sunrise At A Hilltop (With Transfers) ",cool,Mountains
Goa,2 Nights Goa,Goa,"Goa Marriott Resort & Spa,4.5",13289.0, Crab Catching In Goa (With Refreshments) - Mmt ,hot,Beach
Dharamshala,3 Nights  Daysharamshala,Dharamshala,"Little Mastiff Dharamshala , Unit Of Pong View Hotel,3.9",5916.0," Dalai Lama Temple ,  Dalai Lama Temple ,  Bhagsu Falls ,  Church Of St. John ,  War Memorial ,  Kangra Art Museum ,  Norbulingka Institute ,  Kangra Art Museum ",cool,Mountains
Goa,2 Nights Goa,Goa,"Novotel Goa Dona Sylvia Resort,4.4",23324.5, Mmt - Candid Photographer In Goa ,hot,Beach
Goa,2 Nights Goa,Goa,"Holiday Inn Resort,Mmt Holidays Special,",8466.0, Self Drive Suv For 3 Days From Mumbai ,hot,Beach
Dharamshala,2 Nights  Daysharamshala,Dharamshala,"Hotel The Vaikunth,3.9",6184.0," Dalai Lama Temple ,  Bhagsu Falls ,  Church Of St. John ,  War Memorial ,  Kangra Art Museum ,  Norbulingka Institute ,  Sunrise At A Hilltop (With Transfers) ",cool,Mountains
Jaipur,3 Nights Jaipur,Jaipur,"Red Fox Hotel , Mmt Holiday Special,",14150.5," Hawa Mahal ,  City Palace ,  Jantar Mantar ,  Amer Fort ,  Horseback Riding In The Countryside Of Jaipur - Mmt ,  Ticket To Light And Sound Show At Amer Fort - Mmt ",hot,City
Jaipur,2 Nights Jaipur,Jaipur,"Ramada Jaipur,4.1",7718.0," Amer Fort ,  Jal Mahal ,  Balaji Temple ",hot,City
Goa,4 Nights Goa,Goa,"Resort De Alturas,3.4",9841.0," Goa - Convenience Value Pack - Mmt ,  North Goa Sightseeing By An Muv - For North Goa Hotels - Mmt ,  South Goa Sightseeing By An Muv - For North Goa Hotels - Mmt ",hot,Beach
Srinagar,3 Nights Srinagar,Srinagar,"Radisson Srinagar,3.9",16165.5," Dal Lake ,  Mughal Gardens ,  Cheshma Shahi ,  Nishat Bagh ,  Shalimar Garden ,  Shankaracharya Temple ,  Dal Lake ,  Gondola Point ",moderate,Mountains
Goa,3 Nights Goa,Goa,"Santana Beach Resort,4.5",7094.5," Ahmedabad To Goa Bus Ticket With Private Transfer To North Goa Hotels - Mmt ,  Night-Out In Goa - For North Goa Clients ,  Goa To Ahmedabad Bus Ticket With Private Transfer From North Goa Hotels - Mmt ",hot,Beach
Goa,5 Nights Goa,Goa,"The Leela Goa,4.6",28549.5, South Goa Sightseeing By An Muv - For South Goa Hotels - Mmt ,hot,Beach
Srinagar,2 Nights Srinagar,Srinagar,"California Group Of Houseboats,3.6",8738.5," Dal Lake ,  Gondola Point ",moderate,Mountains
Goa,3 Nights Goa,Goa,"Novotel Goa Candolim,4.3",11636.0, Bondla Sanctuary - For North Goa Hotels - Wagonr/Similar ,hot,Beach
Goa,3 Nights Goa,Goa,"Novotel Goa Candolim,4.3",11187.0, Romantic Experiences For Couples From North Goa Hotels (With Transfers) ,hot,Beach
Shimla,3 Nights Shimla,Shimla,"Clarkes Hotel, A Grand Heritage Hotel Since 1898,4.5",11716.0," Shimla Church ,  Scandal Point ,  Gaeity Theatre ,  Townhall ,  Personal Photoshoot In Shimla ,  Kufri ,  Indira Bunglow ,  Himalayan Zoo ,  Naldhera ,  Mall Road ,  Scandal Point ,  Shimla Church ,  Gaeity Theatre ,  Townhall ",cool,Mountains
"Jaipur, Jodhpur, Udaipur","2 Nights Jaipur , 1 Nights Jodhpur , 2 Nights Udaipur","Jaipur, Jodhpur, Udaipur","Ramada Jaipur,4.1,Indana Palace Jodhpur,4.3,The Ananta,4.4",15620.0," City Palace ,  Hawa Mahal ,  Jantar Mantar ,  Amer Fort ,  Mehrangarh Fort ,  Jaswant Thada ,  Ranakpur Jain Temples ",hot,City
Jaipur,3 Nights Jaipur,Jaipur,"Sarovar Portico Jaipur,4.1",11474.0," Dinner At Padao In Nahargarh Fort (With Transfers) - Mmt ,  City Palace ,  Jantar Mantar ,  Hawa Mahal ,  Half Day Trip To Bisalpur Dam - Mmt ,  Amer Fort ,  Ticket To Light And Sound Show At Amer Fort - Mmt ",hot,City
Srinagar,2 Nights Srinagar,Srinagar,"The Pride Inn,4.2",8693.0," Dal Lake ,  Gondola Point ",moderate,Mountains
Jaipur,3 Nights Jaipur,Jaipur,"Lemon Tree Premier Jaipur,4.4",21243.0," Rajasthan - Convenience Value Pack - Suv - Mmt ,  Walking And Food Tasting Tour - Mmt ,  Hawa Mahal ,  City Palace ,  Jantar Mantar ,  Amer Fort ,  Dinner At Padao In Nahargarh Fort (With Transfers) - Mmt ,  Jeep Safari In A Village - Mmt ,  Personal Photoshoot At Amer Fort - Mmt ,  Hot Air Balloon Ride (With Transfers) - Mmt ",hot,City
Goa,4 Nights Goa,Goa,"Palmarinha Resort And Suites,3.7",7903.0," Goa - Convenience Value Pack - Mmt ,  North Goa Sightseeing By An Muv - For North Goa Hotels - Mmt ,  South Goa Sightseeing By An Muv - For North Goa Hotels - Mmt ",hot,Beach
Goa,3 Nights Goa,Goa,"Santana Beach Resort,4.5",6828.5," Bangalore To Goa By Bus With South Goa Transfers To/From Hotel (Departure Between 5 Pm - 10 Pm) ,  South Goa Hop-On Hop-Off (Hoho) Tour (1 Day Pass Without Transfers) - Mmt ,  Bangalore To Goa By Bus With South Goa Transfers To/From Hotel (Departure Between 5 Pm - 10 Pm) ",hot,Beach
Shimla,2 Nights Shimla,Shimla,"The Oberoi Cecil,5.0",12140.5," Viceregal Lodge ,  Mall Road ,  Kufri ",cool,Mountains
Goa,3 Nights Goa,Goa,"Novotel Goa Resort & Spa,4.2",10840.0, Dolphin Trip ,hot,Beach
Goa,3 Nights Goa,Goa,"Palmarinha Resort And Suites,3.8",6925.5, Dudhsagar Trip - For North Goa Hotels - Wagonr/Similar ,hot,Beach
Goa,3 Nights Goa,Goa,"The Park Calangute,4",16207.0, Catamaran Sailing (With Transfers) - For 2 People - Mmt ,hot,Beach
Srinagar,4 Nights Srinagar,Srinagar,"The Orchard Retreat & Spa,4.6",16477.5," Dal Lake ,  Mughal Gardens ,  Cheshma Shahi ,  Nishat Bagh ,  Shalimar Garden ,  Shankaracharya Temple ,  Dal Lake ,  Gondola Point ,  Avantipur Ruins ",moderate,Mountains
Goa,3 Nights Goa,Goa,"Windsor Bay,4",7346.5, Dolphin Trip ,hot,Beach
Srinagar,2 Nights Srinagar,Srinagar,"California Group Of Houseboats,3.6",6941.5," Dal Lake ,  Gondola Point ",moderate,Mountains
Manali,4 Nights Manali,Manali,"Hotel Vintage,4",10681.5," Pandoh Dam ,  Hadimba Temple ,  Tibetan Monastery ,  Vashishth Kund ,  Solang Valley ",cool,Mountains
Goa,5 Nights Goa,Goa,"The Leela Goa,4.6",32993.0, South Goa Sightseeing By An Muv - For South Goa Hotels - Mmt ,hot,Beach
Jaipur,3 Nights Jaipur,Jaipur,"Golden Tulip Jaipur,4.1",7384.5," Dinner At Narain Niwas Palace - Mmt ,  City Palace ,  Jantar Mantar ,  Hawa Mahal ,  Morning Cycling Tour Of Jaipur - Mmt ,  Amer Fort ",hot,City
Udaipur,3 Nights Udaipur,Udaipur,"Hotel Horizon,3.7",10770.5," Lake Pichola ,  Jag Mandir Palace ,  Dinner At A Lake View Haveli (With Transfers) - Mmt ,  Saheliyon Ki Bari ,  City Palace ",hot,City
Goa,3 Nights Goa,Goa,"Novotel Goa Resort & Spa,4.2",12142.0, Romantic Experiences For Couples From North Goa Hotels (With Transfers) ,hot,Beach
"Jaipur, Jodhpur, Udaipur","2 Nights Jaipur , 1 Nights Jodhpur , 2 Nights Udaipur","Jaipur, Jodhpur, Udaipur","Hotel Marc Inn Vaishali Nagar,3.4,Shri Ram Excellency,4.1,Saagasa Hotel Yois,3.8",12734.0," City Palace ,  Hawa Mahal ,  Jantar Mantar ,  Amer Fort ,  Mehrangarh Fort ,  Jaswant Thada ,  Ranakpur Jain Temples ",hot,City
Goa,3 Nights Goa,Goa,"Holiday Inn Resort,Mmt Holidays Special,",15772.0, Romantic Experiences For Couples From North Goa Hotels (With Transfers) ,hot,Beach
Dharamshala,2 Nights  Daysharamshala,Dharamshala,"Little Mastiff Dharamshala , Unit Of Pong View Hotel,3.9",12190.5," Dalai Lama Temple ,  Bhagsu Falls ,  Church Of St. John ,  War Memorial ,  Kangra Art Museum ,  Norbulingka Institute ",cool,Mountains
Jaipur,2 Nights Jaipur,Jaipur,"Park Regis Jaipur , Mmt Holidays Special,",6166.5," Hawa Mahal ,  City Palace ,  Jantar Mantar ,  Amer Fort ",hot,City
Goa,3 Nights Goa,Goa,"Novotel Goa Resort & Spa,4.2",10865.5, Cooking Lessons By Home Chef Aditi Malhotra (With Transfers) - Mmt ,hot,Beach
Srinagar,5 Nights Srinagar,Srinagar,"The Pride Inn,4.2",9569.0," Dal Lake ,  Mughal Gardens ,  Cheshma Shahi ,  Nishat Bagh ,  Shalimar Garden ,  Shankaracharya Temple ,  Gondola Point ,  Kheerbhavani ",moderate,Mountains
Srinagar,2 Nights Srinagar,Srinagar,"The Pride Inn,4.2",8384.0," Dal Lake ,  Gondola Point ",moderate,Mountains
"Jaipur, Jodhpur, Udaipur","2 Nights Jaipur , 1 Nights Jodhpur , 2 Nights Udaipur","Jaipur, Jodhpur, Udaipur","Ramada Jaipur,4.1,Indana Palace Jodhpur,4.3,The Ananta,4.4",18339.0," City Palace ,  Hawa Mahal ,  Jantar Mantar ,  Amer Fort ,  Mehrangarh Fort ,  Jaswant Thada ,  Ranakpur Jain Temples ",hot,City
Dharamshala,2 Nights  Daysharamshala,Dharamshala,"Little Mastiff Dharamshala , Unit Of Pong View Hotel,3.9",6052.5," Dalai Lama Temple ,  Bhagsu Falls ,  Church Of St. John ,  War Memorial ,  Kangra Art Museum ,  Norbulingka Institute ,  Sunrise At A Hilltop (With Transfers) ",cool,Mountains
Jaipur,3 Nights Jaipur,Jaipur,"Park Regis Jaipur , Mmt Holidays Special,",19197.0," Rajasthan - Convenience Value Pack - Suv - Mmt ,  Dinner At Padao In Nahargarh Fort (With Transfers) - Mmt ,  Hawa Mahal ,  City Palace ,  Jantar Mantar ,  Amer Fort ,  Personal Photoshoot At Amer Fort - Mmt ,  Ticket To Light And Sound Show At Amer Fort - Mmt ,  Hot Air Balloon Ride (With Transfers) - Mmt ,  Night City Tour Of Jaipur (With Transfers) - Mmt ",hot,City
Nainital,2 Nights Nainital,Nainital,"Hotel Arif Castle,4.1",9963.0," Naina Devi Temple ,  Mall Road ,  Naini Lake ,  Nainital Zoo ,  Eco Cave Garden ",cool,Mountains
Jaipur,3 Nights Jaipur,Jaipur,"Red Fox Hotel , Mmt Holiday Special,",8266.5," City Palace ,  Jantar Mantar ,  Hawa Mahal ,  Cycling Tour To Nahargarh Fort (With Guide & Refreshments) - Mmt ,  Amer Fort ,  Ticket To Light And Sound Show At Amer Fort - Mmt ,  Half Day Trip To Bisalpur Dam - Mmt ",hot,City
Nainital,3 Nights Nainital,Nainital,"Hotel Maya Regency Bhimtal,3.8",8601.5," Naina Devi Temple ,  Mall Road ,  Naini Lake ,  Nainital Zoo ,  Eco Cave Garden ,  Sattal ,  Bhimtal ,  Naukuchiatal ",cool,Mountains
Goa,3 Nights Goa,Goa,"Palmarinha Resort And Suites,3.8",7383.5," North Goa Sightseeing By An Muv - For North Goa Hotels - Mmt ,  South Goa Sightseeing By An Muv - For North Goa Hotels - Mmt ",hot,Beach
Goa,3 Nights Goa,Goa,"Novotel Goa Dona Sylvia Resort,4.3",33766.0, Combo Sightseeing Tour (North & South Goa) - For North Goa Hotels ,hot,Beach
Nainital,2 Nights Nainital,Nainital,"Vikram Vintage Inn,4.1",6121.5," Naina Devi Temple ,  Mall Road ,  Naini Lake ,  Nainital Zoo ,  Eco Cave Garden ",cool,Mountains
Goa,4 Nights Goa,Goa,"The O Hotel Beach Resort And Spa Goa,3.6",12525.5," Goa - Convenience Value Pack - Mmt ,  Romantic Experiences For Couples From North Goa Hotels (With Transfers) ,  Mmt - Candid Photographer In Goa ",hot,Beach
Nainital,5 Nights Nainital,Nainital,"Hotel Maya Regency Bhimtal,3.8",12653.0," Nainital Zoo ,  Naina Devi Temple ,  Lands End ,  Mall Road ,  Tiffin Top ,  Naini Lake ,  Sattal ,  Bhimtal ,  Mukhteshwar Dham ,  Chauli Ki Jaali ",cool,Mountains
Srinagar,4 Nights Srinagar,Srinagar,"The Pride Inn,4.2",11138.5," Dal Lake ,  Mughal Gardens ,  Cheshma Shahi ,  Nishat Bagh ,  Shalimar Garden ,  Shankaracharya Temple ,  Dal Lake ,  Gondola Point ,  Avantipur Ruins ",moderate,Mountains
Goa,2 Nights Goa,Goa,"La Vie Woods (No Stags Allowed),3.9",9024.0, Scuba Diving And Excursion To Tarkarli Beach (With Transfers) For Guests Staying In South Goa Only - Mmt ,hot,Beach
Jaipur,3 Nights Jaipur,Jaipur,"Leisure Inn Grand Chanakya,4",23076.5," Hawa Mahal ,  City Palace ,  Jantar Mantar ,  Amer Fort ,  Horseback Riding In The Countryside Of Jaipur - Mmt ,  Ticket To Light And Sound Show At Amer Fort - Mmt ",hot,City
Jaipur,3 Nights Jaipur,Jaipur,"Ramada Jaipur,4.1",19165.5," Candlelight Dinner In Jaipur ,  Hawa Mahal ,  City Palace ,  Jantar Mantar ,  Amer Fort ,  Traditional Dinner At Chokhi Dhani (With Transfers) - Mmt ,  Elephant Safari & Interaction With Elephants At Dera Amer - Mmt ,  Half Day Trip To Bisalpur Dam - Mmt ,  Morning Cycling Tour Of Jaipur - Mmt ",hot,City
Srinagar,4 Nights Srinagar,Srinagar,"Royal Group Of Deluxe Houseboats,3.7",19246.5," Dal Lake ,  Mughal Gardens ,  Cheshma Shahi ,  Nishat Bagh ,  Shalimar Garden ,  Shankaracharya Temple ,  Dal Lake ,  Gondola Point ,  Avantipur Ruins ",moderate,Mountains
Shimla,3 Nights Shimla,Shimla,"Kyriad Hotel Shimla (A Unit Of Hotel C K Int.),3.5",8629.0," Shimla Church ,  Scandal Point ,  Gaeity Theatre ,  Townhall ,  Personal Photoshoot In Shimla ,  Kufri ,  Indira Bunglow ,  Himalayan Zoo ,  Naldhera ,  Mall Road ,  Scandal Point ,  Shimla Church ,  Gaeity Theatre ,  Townhall ",cool,Mountains
"Jaipur, Jodhpur, Udaipur","2 Nights Jaipur , 1 Nights Jodhpur , 1 Nights Udaipur","Jaipur, Jodhpur, Udaipur","Regenta Central Jalmahal, Jaipur,4,The Fern Residency,3.9,Chunda Palace,4.7",17172.5," City Palace ,  Hawa Mahal ,  Jantar Mantar ,  Amer Fort ,  Albert Hall Museum ,  Mehrangarh Fort ,  Jaswant Thada ,  City Palace ,  Lake Pichola ",hot,City
Goa,3 Nights Goa,Goa,"Resort Rio,3.9",12223.0," North Goa Sightseeing By An Muv - For North Goa Hotels - Mmt ,  South Goa Sightseeing By An Muv - For North Goa Hotels - Mmt ",hot,Beach
Nainital,2 Nights Nainital,Nainital,"Hotel Arif Castle,4",9909.0," Naina Devi Temple ,  Mall Road ,  Naini Lake ,  Nainital Zoo ,  Eco Cave Garden ",cool,Mountains
Udaipur,2 Nights Udaipur,Udaipur,"Tatsaraasa Resort & Spa,4.5",11987.0," Lake Pichola ,  Jag Mandir Palace ,  Private Sunset Boat Ride At Lake Pichola - Mmt ,  Sajjangarh Palace ",hot,City
Shimla,4 Nights Shimla,Shimla,"The Oberoi Cecil,4.8",32353.5," Kufri ,  Mall Road ,  Shimla Church ,  Scandal Point ,  Gaeity Theatre ,  Townhall ,  Naldhera ,  Mashobra ,  India Gate ,  Lotus Temple ,  Iskcon Temple ",cool,Mountains
Goa,3 Nights Goa,Goa,"Estrela Do Mar Beach Resort , A Beach Property,4",10181.0, Scuba Diving And Excursion To Tarkarli Beach (With Transfers) For Guests Staying In North Goa Only - Mmt ,hot,Beach
Goa,3 Nights Goa,Goa,"Joia Do Mar Resort,3.9",9648.5, Crab Catching In Goa (With Refreshments) - Mmt ,hot,Beach
Goa,2 Nights Goa,Goa,"Estrela Do Mar Beach Resort , A Beach Property,4",9054.5, Quad Bike Ride/Atv And Kayaking For Guests Staying In North Goa (With Transfer) - Mmt ,hot,Beach
Goa,2 Nights Goa,Goa,"Windsor Bay,4",10730.5," Quad Bike Ride/Atv And Kayaking For Guests Staying In North Goa (With Transfer) - Mmt ,  Quad Bike Ride/Atv And Kayaking For Guests Staying In South Goa (With Transfer) - Mmt ",hot,Beach
"Jaipur, Jodhpur, Udaipur","2 Nights Jaipur , 1 Nights Jodhpur , 2 Nights Udaipur","Jaipur, Jodhpur, Udaipur","Ramada Jaipur,4.1,Indana Palace Jodhpur,4.3,The Ananta,4.4",13651.5," City Palace ,  Hawa Mahal ,  Jantar Mantar ,  Amer Fort ,  Mehrangarh Fort ,  Jaswant Thada ,  Ranakpur Jain Temples ",hot,City
Chennai,3 Nights Chennai,Chennai,"Hotel Savera,4.2",12584.5," Marina Beach ,  Fort St. George ,  Kapaleeshwar Temple ",moderate,City
Goa,2 Nights Goa,Goa,"Santana Beach Resort,4.5",5303.0, Self Drive Suv For 3 Days From Pune ,hot,Beach
Jaipur,3 Nights Jaipur,Jaipur,"Milestone 251,4.3",6439.5," Dinner At Narain Niwas Palace - Mmt ,  City Palace ,  Jantar Mantar ,  Hawa Mahal ,  Morning Cycling Tour Of Jaipur - Mmt ,  Amer Fort ",hot,City
Manali,3 Nights Manali,Manali,"Solang Valley Resort,",13126.0," Himachal - Convenience Value Pack - Sedan - Mmt ,  Vashishth Kund ,  Hadimba Temple ,  Tibetan Monastery ,  Solang Valley ",cool,Mountains
Udaipur,3 Nights Udaipur,Udaipur,"Ramada Udaipur Resort & Spa,4.3",16750.0," Lake Pichola ,  Jag Mandir Palace ,  Dinner At A Lake View Haveli (With Transfers) - Mmt ,  Saheliyon Ki Bari ,  City Palace ",hot,City
Goa,3 Nights Goa,Goa,"Novotel Goa Resort & Spa,4.1",14344.5, South Goa Hop-On Hop-Off (Hoho) Tour (1 Day Pass Without Transfers) - Mmt ,hot,Beach
Bangalore,3 Nights Bangalore,Bangalore,"Ramada Encore,4.4",14316.5," Lal Bagh Botanical Garden ,  Cubbon Park ,  Vidhana Soudha ,  Ulsoor Lake ",moderate,City
Udaipur,3 Nights Udaipur,Udaipur,"Radisson Blu Udaipur Palace Resort & Spa,4.1",11999.5," Lake Pichola ,  Jag Mandir Palace ,  Saheliyon Ki Bari ,  City Palace ",hot,City
Dharamshala,2 Nights  Daysharamshala,Dharamshala,"Little Mastiff Dharamshala , Unit Of Pong View Hotel,3.9",4216.5," Dalai Lama Temple ,  Dalai Lama Temple ,  Bhagsu Falls ,  Church Of St. John ,  War Memorial ,  Kangra Art Museum ,  Norbulingka Institute ",cool,Mountains
Jaipur,3 Nights Jaipur,Jaipur,"Lohagarh Fort Resort,4",13785.0," Hawa Mahal ,  City Palace ,  Jantar Mantar ,  Amer Fort ",hot,City
Goa,4 Nights Goa,Goa,"Novotel Goa Resort & Spa,4.1",13038.5," North Goa Sightseeing By An Muv - For North Goa Hotels - Mmt ,  South Goa Sightseeing By An Muv - For North Goa Hotels - Mmt ",hot,Beach
Goa,2 Nights Goa,Goa,"Hotel Colva Kinara,3.8",8246.5, Quad Bike Ride/Atv And Kayaking For Guests Staying In North Goa (With Transfer) - Mmt ,hot,Beach
Udaipur,2 Nights Udaipur,Udaipur,"Hotel Yois Udaipur , Mmt Holidays Special,",9644.5," Lake Pichola ,  Jag Mandir Palace ,  Sajjangarh Palace ",hot,City
Goa,3 Nights Goa,Goa,"Novotel Goa Resort & Spa,4.1",11673.5, Self Drive Suv For 4 Days From Mumbai ,hot,Beach
Goa,5 Nights Goa,Goa,"The Leela Goa,4.6",27910.0, South Goa Sightseeing By An Muv - For South Goa Hotels - Mmt ,hot,Beach
Udaipur,3 Nights Udaipur,Udaipur,"The Ananta,4.4",16875.0," Boat Ride To Jag Mandir Palace - Mmt ,  Convenience Value Pack For Sedan - Mmt ,  High Tea At The Sunset Terrace Of The Fateh Prakash Palace - Mmt ",hot,City
Udaipur,2 Nights Udaipur,Udaipur,"Le Roi Udaipur,3.7",11124.0," Day Outing At Krishna Ranch (With Transfers, Horse Riding, Dinner & Bonfire) - Mmt ",hot,City
"Jaipur, Jodhpur, Udaipur","3 Nights Jaipur , 2 Nights Jodhpur , 2 Nights Udaipur","Jaipur, Jodhpur, Udaipur","Souvenir Peppermint,3.9,Lariya Resort,4.3,Justa Rajputana,4.2",15896.0," City Palace ,  Hawa Mahal ,  Jantar Mantar ,  Amer Fort ,  Albert Hall Museum ,  Bhangarh Fort ,  Mehrangarh Fort ,  Jaswant Thada ,  Umaid Bhawan Palace ",hot,City
Goa,3 Nights Goa,Goa,"Taj Holiday Village Resort & Spa,Sinquerim,Goa,4.7",17569.5, Candle Light Dinner And Miramar Beach Visit (With Transfers) - Mmt ,hot,Beach
Udaipur,3 Nights Udaipur,Udaipur,"Hotel Horizon,3.7",15153.5," Convenience Value Pack For Sedan - Mmt ,  Boat Ride To Jag Mandir Palace - Mmt ,  High Tea At The Sunset Terrace Of The Fateh Prakash Palace - Mmt ",hot,City
Shimla,2 Nights Shimla,Shimla,"Kyriad Hotel Shimla (A Unit Of Hotel C K Int.),4.0",4275.5," Viceregal Lodge ,  Mall Road ,  Kufri ",cool,Mountains
Goa,2 Nights Goa,Goa,"Amara Grand Baga, Goa, Mmt Holidays Special,",4504.5," Bangalore To Goa Bus Ticket - Mmt ,  Jet Ski And Ringo Ride At Calangute Beach - Mmt ,  Goa To Bangalore By Bus (Departure Between 5 Pm - 9 Pm) ",hot,Beach
Chennai,3 Nights Chennai,Chennai,"Nayagara Hotel,3.5",9800.5," Marina Beach ,  Fort St. George ,  Kapaleeshwar Temple ",moderate,City
"Jaipur, Jodhpur, Udaipur","2 Nights Jaipur , 2 Nights Jodhpur , 2 Nights Udaipur","Jaipur, Jodhpur, Udaipur","Ratnawali A Vegetarian Heritage Hotel,4.1,Treehouse Amaara (Pure Vegetarian Resort),4,Times Fateh Vilas Hotel And Resort,Pure Veg,3",13052.0," City Palace ,  Hawa Mahal ,  Jantar Mantar ,  Rajasthan - Convenience Value Pack - Sedan ,  Albert Hall Museum ,  Amer Fort ,  Mehrangarh Fort ,  Jaswant Thada ,  Umaid Bhawan Palace ,  Ranakpur Jain Temples ",hot,City
Srinagar,2 Nights Srinagar,Srinagar,"Vivanta Dal View,4.7",13838.5," Dal Lake ,  Sonmarg ,  Thajiwas Glacier ",moderate,Mountains
Srinagar,5 Nights Srinagar,Srinagar,"California Group Of Houseboats,3.6",12565.0," Dal Lake ,  Mughal Gardens ,  Cheshma Shahi ,  Nishat Bagh ,  Shalimar Garden ,  Shankaracharya Temple ,  Gondola Point ,  Kheerbhavani ",moderate,Mountains
"Jaipur, Jodhpur, Udaipur","2 Nights Jaipur , 2 Nights Jodhpur , 2 Nights Udaipur","Jaipur, Jodhpur, Udaipur","Ratnawali A Vegetarian Heritage Hotel,4.1,Hotel Raman Palace (Pure Vegetarian Family Hotel),3.8,Times Fateh Vilas Hotel And Resort,Pure Veg,3",11698.5," City Palace ,  Hawa Mahal ,  Jantar Mantar ,  Rajasthan - Convenience Value Pack - Sedan ,  Albert Hall Museum ,  Amer Fort ,  Mehrangarh Fort ,  Jaswant Thada ,  Umaid Bhawan Palace ,  Ranakpur Jain Temples ",hot,City
Goa,3 Nights Goa,Goa,"Hard Rock Hotel Goa,4.2",10116.0, Visit To Elephant Village (With Transfers And Lunch) For Guests Staying In North Goa Only - Mmt ,hot,Beach
Udaipur,2 Nights Udaipur,Udaipur,"Hotel Horizon,3.7",3596.5, Dance Show In Bagore Ki Haveli In Udaipur - Mmt ,hot,City
"Jaipur, Jodhpur, Udaipur","2 Nights Jaipur , 1 Nights Jodhpur , 2 Nights Udaipur","Jaipur, Jodhpur, Udaipur","Leisure Inn Grand Chanakya,4,Shree Ram International,3.8,Hotel Horizon,3.7",15885.0," City Palace ,  Hawa Mahal ,  Jantar Mantar ,  Amer Fort ,  Walking And Food Tasting Tour - Mmt ,  Mehrangarh Fort ,  Jaswant Thada ,  Ranakpur Jain Temples ",hot,City
Goa,4 Nights Goa,Goa,"Novotel Goa Resort & Spa,4.1",13254.0," North Goa Sightseeing By An Muv - For North Goa Hotels - Mmt ,  South Goa Sightseeing By An Muv - For North Goa Hotels - Mmt ",hot,Beach
Udaipur,4 Nights Udaipur,Udaipur,"Taj Lake Palace,4.8",40897.5," Kumbhalgarh ,  Haldighati ,  Saheliyon Ki Bari ,  City Palace ,  Sajjangarh Palace ",hot,City
Jaipur,3 Nights Jaipur,Jaipur,"Ramada Jaipur,4.1",9993.0," Hawa Mahal ,  City Palace ,  Jantar Mantar ,  Amer Fort ,  Home Chef - Enjoy A Traditional Rajasthani Meal With A Royal Family - Mmt ",hot,City
